gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,57,Divorced,ONC/BTEC,English,White,"5,200 to 10,400",Wales,No,NA,NA,
Female,29,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,Yes,20,10,Both/Mainly Packets
Female,27,Single,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,Yes,5,5,Packets
Female,64,Widowed,No Qualification,English,White,"2,600 to 5,200",Wales,No,NA,NA,
Female,89,Single,No Qualification,Welsh,White,Refused,Wales,No,NA,NA,
Female,26,Single,GCSE/CSE,Welsh,White,"2,600 to 5,200",Wales,Yes,15,15,Packets
Male,27,Single,Higher/Sub Degree,Welsh,White,"20,800 to 28,600",Wales,No,NA,NA,
Male,66,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",Wales,No,NA,NA,
Female,84,Widowed,No Qualification,British,White,"5,200 to 10,400",Wales,No,NA,NA,
Male,41,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,Yes,20,12,Packets
Male,27,Single,Degree,British,White,"15,600 to 20,800",Wales,No,NA,NA,
Female,40,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Wales,No,NA,NA,
Female,79,Widowed,No Qualification,British,White,"10,400 to 15,600",Wales,No,NA,NA,
Male,49,Married,No Qualification,English,White,"20,800 to 28,600",Wales,Yes,20,20,Packets
Female,79,Widowed,No Qualification,British,White,Unknown,Wales,No,NA,NA,
Female,54,Married,No Qualification,Welsh,White,"Under 2,600",Wales,No,NA,NA,
Male,25,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,10,10,Packets
Female,45,Single,Degree,Scottish,White,"28,600 to 36,400",Scotland,Yes,5,5,Packets
Female,24,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,5,5,Packets
Female,54,Divorced,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,20,10,Packets
Female,78,Widowed,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Male,50,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,25,25,Hand-Rolled
Female,42,Married,Degree,Scottish,White,"20,800 to 28,600",Scotland,No,NA,NA,
Female,32,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,Yes,10,10,Packets
Male,75,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,25,Single,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,Yes,15,15,Packets
Male,50,Separated,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,No,NA,NA,
Male,24,Single,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,Yes,15,15,Packets
Male,35,Single,Higher/Sub Degree,British,White,"28,600 to 36,400",Scotland,No,NA,NA,
Female,52,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Female,42,Married,Degree,British,White,"10,400 to 15,600",Scotland,No,NA,NA,
Male,44,Separated,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Male,67,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20,12,Hand-Rolled
Female,69,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Female,91,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Male,61,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Female,50,Single,Degree,British,White,"20,800 to 28,600",Scotland,No,NA,NA,
Male,37,Single,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,No,NA,NA,
Female,35,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,Yes,15,15,Packets
Male,24,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,Yes,20,15,Packets
Female,39,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,79,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Male,40,Married,Degree,Scottish,White,"Above 36,400",Scotland,No,NA,NA,
Male,60,Married,Degree,British,White,"Above 36,400",Scotland,No,NA,NA,
Male,42,Married,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,No,NA,NA,
Male,64,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,55,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,2,10,Packets
Male,54,Married,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Female,61,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,No,NA,NA,
Female,62,Divorced,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,59,Divorced,Degree,Scottish,White,Unknown,Scotland,No,NA,NA,
Female,79,Widowed,GCSE/CSE,Scottish,White,Refused,Scotland,No,NA,NA,
Female,37,Married,Degree,British,White,"10,400 to 15,600",Scotland,No,NA,NA,
Female,55,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,Yes,12,8,Packets
Female,88,Widowed,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,No,NA,NA,
Female,39,Divorced,Degree,British,White,"15,600 to 20,800",Scotland,No,NA,NA,
Male,34,Single,Degree,British,White,"Above 36,400",Scotland,No,NA,NA,
Male,42,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,No,NA,NA,
Female,45,Married,Degree,British,White,"2,600 to 5,200",Scotland,No,NA,NA,
Male,59,Married,ONC/BTEC,Scottish,White,"Above 36,400",Scotland,No,NA,NA,
Male,58,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,Yes,30,30,Packets
Male,74,Widowed,Higher/Sub Degree,British,White,"5,200 to 10,400",Scotland,No,NA,NA,
Male,45,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,No,NA,NA,
Male,64,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Male,53,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Male,40,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Male,30,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,Yes,10,10,Hand-Rolled
Male,70,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Female,28,Separated,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,78,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Male,41,Married,A Levels,Scottish,White,"20,800 to 28,600",Scotland,Yes,24,24,Packets
Female,69,Divorced,No Qualification,British,White,"5,200 to 10,400",Scotland,No,NA,NA,
Male,54,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,No,NA,NA,
Male,59,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,Yes,20,20,Hand-Rolled
Female,23,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15,15,Packets
Male,40,Married,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,30,15,Packets
Male,17,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15,6,Packets
Male,54,Single,No Qualification,British,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,49,Divorced,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Male,55,Married,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,45,45,Hand-Rolled
Male,51,Widowed,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,Yes,20,20,Packets
Female,73,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,NA,NA,
Female,41,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Female,70,Married,GCSE/O Level,British,White,"20,800 to 28,600",Scotland,No,NA,NA,
Female,44,Separated,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,15,10,Packets
Male,51,Divorced,No Qualification,Scottish,White,"Under 2,600",Scotland,No,NA,NA,
Male,68,Married,Degree,Irish,White,"28,600 to 36,400",Scotland,Yes,1,0,Packets
Female,75,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Male,60,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20,15,Packets
Male,56,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Male,64,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,27,Single,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Female,73,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20,12,Packets
Male,34,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,10,2,Packets
Male,47,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,Yes,15,10,Hand-Rolled
Male,32,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Male,63,Married,No Qualification,British,White,"15,600 to 20,800",Scotland,No,NA,NA,
Female,23,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,63,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,46,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Male,48,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Male,68,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Male,52,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,20,20,Packets
Female,29,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,10,6,Packets
Female,16,Single,No Qualification,Scottish,White,Refused,Scotland,No,NA,NA,
Male,41,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Female,48,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20,20,Packets
Male,24,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Male,72,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,40,40,Hand-Rolled
Male,45,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,No,NA,NA,
Female,28,Married,Degree,British,White,"28,600 to 36,400",Scotland,No,NA,NA,
Male,20,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,69,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,70,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,NA,NA,
Male,50,Married,GCSE/CSE,Scottish,White,"15,600 to 20,800",Scotland,Yes,25,20,Both/Mainly Packets
Male,63,Married,A Levels,Scottish,White,"5,200 to 10,400",Scotland,Yes,20,20,Packets
Male,44,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,No,NA,NA,
Female,83,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,17,Single,GCSE/CSE,Scottish,White,"5,200 to 10,400",Scotland,Yes,20,15,Packets
Female,61,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,47,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15,20,Packets
Male,57,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,No,NA,NA,
Female,44,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15,10,Packets
Male,52,Single,GCSE/CSE,Irish,White,"15,600 to 20,800",Scotland,Yes,25,20,Both/Mainly Packets
Male,82,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Male,63,Married,A Levels,Scottish,White,"28,600 to 36,400",Scotland,No,NA,NA,
Female,72,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Male,39,Married,Higher/Sub Degree,Scottish,White,"Above 36,400",Scotland,No,NA,NA,
Male,16,Single,No Qualification,Scottish,White,Refused,Scotland,No,NA,NA,
Female,35,Divorced,Degree,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Female,39,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Male,56,Separated,No Qualification,Scottish,White,Refused,Scotland,Yes,10,10,Hand-Rolled
Female,31,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,60,30,Packets
Male,61,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,NA,NA,
Male,23,Separated,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,Yes,5,0,Packets
Male,34,Single,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,35,18,Both/Mainly Hand-Rolled
Male,24,Single,Degree,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Male,82,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Male,27,Married,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,NA,NA,
Female,62,Divorced,GCSE/CSE,Scottish,White,"2,600 to 5,200",Scotland,Yes,18,18,Packets
Male,39,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",Scotland,No,NA,NA,
Male,44,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Female,43,Single,No Qualification,British,White,"10,400 to 15,600",Scotland,Yes,25,20,Packets
Male,31,Single,GCSE/O Level,Scottish,White,"2,600 to 5,200",Scotland,Yes,20,15,Both/Mainly Packets
Male,77,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",Scotland,Yes,20,10,Packets
Female,20,Single,GCSE/O Level,English,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,81,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,31,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,20,10,Packets
Female,78,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Male,35,Married,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Female,67,Widowed,No Qualification,Scottish,White,"Under 2,600",Scotland,No,NA,NA,
Male,65,Divorced,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Male,61,Married,Higher/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
Male,24,Single,No Qualification,Scottish,White,"Under 2,600",Scotland,Yes,15,15,Hand-Rolled
Male,53,Single,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,No,NA,NA,
Female,63,Married,No Qualification,British,White,Refused,Scotland,No,NA,NA,
Male,35,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,3,12,Packets
Male,78,Widowed,No Qualification,Scottish,White,Refused,Scotland,No,NA,NA,
Female,31,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Male,22,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,NA,NA,
Female,49,Divorced,Other/Sub Degree,English,White,"2,600 to 5,200",Scotland,Yes,20,20,Hand-Rolled
Male,45,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,NA,NA,
Female,51,Married,No Qualification,English,White,"2,600 to 5,200",Scotland,Yes,20,20,Packets
Male,31,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,NA,NA,
