"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std"
"0214023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,53,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,38.18,"$35,001 TO $40,000",37500.5,0,0,54.311,0.391682058821971
"0214024C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,32,"9TH - 12TH GRADE","SOME COLLEGE",1,0,34.95,39.18,"$15,001 TO $20,000",17500.5,1,0,42.728,-0.800710731415732
"0215001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,40,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,48.69,53.5,"$75,001 TO $100,000",87500.5,0,0,59.418,0.917413732804872
"0215004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,57.83,33.42,"$50,001 TO $75,000",62500.5,0,0,61.506,1.13235944168999
"0215009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$20,001 TO $25,000",22500.5,0,0,59.036,0.878089374187001
"0215010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,43,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,NA,64.89,"$75,001 TO $100,000",87500.5,0,0,49.723,-0.0806220179811527
"0215012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,49,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,53.5,72.1,"$100,001 TO $200,000",150000.5,0,0,54.632,0.424726873262643
"0215013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,35.78,"$50,001 TO $75,000",62500.5,0,0,54.939,0.456330480842974
"0215014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,51.801,0.133294257432294
"0215015C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.462,-0.416320273093399
"0215016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,"DOCTORATE OR PROFESSIONAL DEGREE","SOME COLLEGE",0,0,NA,34.95,"$100,001 TO $200,000",150000.5,0,0,56.269,0.593245132575353
"0215017C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,37,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$20,001 TO $25,000",22500.5,0,0,32.813,-1.82139401857854
"0215019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,46,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,35.78,53.5,"$75,001 TO $100,000",87500.5,0,0,70.12,2.01911343418827
"0215020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,38,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,59,"$50,001 TO $75,000",62500.5,0,0,62.411,1.22552317087631
"0215021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,48,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,53.5,33.42,"$50,001 TO $75,000",62500.5,0,0,60.628,1.04197518287719
"0215024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,35,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,33.42,"$40,001 TO $50,000",45000.5,0,0,35.631,-1.53129966626137
"0216002C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,27,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,52.54,NA,"$25,001 TO $30,000",27500.5,0,1,51.062,0.0572191238757309
"0219002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,33.42,"$50,001 TO $75,000",62500.5,0,0,56.772,0.645025636200455
"0219003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,38.18,"$40,001 TO $50,000",45000.5,0,0,38.466,-1.23945527704235
"0219006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,38.18,"$50,001 TO $75,000",62500.5,0,0,58.308,0.803146617449278
"0219011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$75,001 TO $100,000",87500.5,0,0,61.986,1.18177224833025
"0219018C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.796,-1.51431401397878
"0219024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,35.78,53.5,"$100,001 TO $200,000",150000.5,0,0,68.536,1.85605117227542
"0220001C",1,"WHITE, NON-HISPANIC",1,0,0,0,2,32,42,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,56.96,0.66437898546789
"0220002C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$20,001 TO $25,000",22500.5,0,0,56.482,0.615172065521967
"0220004C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,"MASTER'S DEGREE (MA, MS)","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,53.5,62.87,"$100,001 TO $200,000",150000.5,0,0,56.176,0.583671401288803
"0220005C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,44,43,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,61.56,61.56,"$75,001 TO $100,000",87500.5,0,0,40.917,-0.987141133135535
"0220007C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,66.392,1.63534063594894
"0220008C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,53.5,33.42,"$40,001 TO $50,000",45000.5,0,0,56.756,0.64337854264578
"0220009C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,44,40,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,63.43,53.5,"$75,001 TO $100,000",87500.5,0,0,38.979,-1.18664533994557
"0220011C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,43,"VOC/TECH PROGRAM","BACHELOR'S DEGREE",1,0,53.5,34.95,"$50,001 TO $75,000",62500.5,0,0,57.822,0.753116150726018
"0220016C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,45,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,72.1,53.5,"$35,001 TO $40,000",37500.5,0,0,56.516,0.618672139325652
"0220020C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,38,47,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,38.18,35.92,"$75,001 TO $100,000",87500.5,0,0,54.761,0.438006565047212
"0223001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,48,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,38.18,37.67,"$35,001 TO $40,000",37500.5,0,0,69.704,1.97628900176671
"0223003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,38,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,35.78,53.5,"$20,001 TO $25,000",22500.5,0,0,59.146,0.889413142375393
"0223004C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.821,1.47361663754927
"0223009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,33.42,"$75,001 TO $100,000",87500.5,0,0,43.097,-0.762724636311034
"0223010C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,45,45,"MASTER'S DEGREE (MA, MS)","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,38.18,59,"$15,001 TO $20,000",17500.5,1,0,54.498,0.410932464742238
"0223011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,46,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","SOME COLLEGE",0,0,38.18,62.87,"$50,001 TO $75,000",62500.5,0,0,50.288,-0.0224590268316837
"0223012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,39,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,34.95,35.63,"$40,001 TO $50,000",45000.5,0,0,63.185,1.30520132158372
"0223015C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.787,-2.3387872814409
"0223017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$30,001 TO $35,000",32500.5,0,0,56.559,0.623098703253841
"0223018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,35.78,53.5,"$75,001 TO $100,000",87500.5,0,0,54.208,0.381078894063749
"0223019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,46,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,64.89,"$50,001 TO $75,000",62500.5,0,0,61.631,1.14522736008589
"0223020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,48.951,-0.160094281994233
"0223021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,46,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,65.292,1.52210295406502
"0223023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,68.15,1.81631504026888
"0223024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,"MASTER'S DEGREE (MA, MS)","DOCTORATE OR PROFESSIONAL DEGREE",0,0,72.1,53.5,"$50,001 TO $75,000",62500.5,0,0,70.376,2.04546693106307
"0223025C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$30,001 TO $35,000",32500.5,0,0,56.658,0.633290094623395
"0224002C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,34,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,61.56,NA,"$30,001 TO $35,000",32500.5,0,0,54.354,0.396108622750161
"0224004C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$40,001 TO $50,000",45000.5,0,0,33.065,-1.79545229509241
"0224008C",1,"WHITE, NON-HISPANIC",1,0,0,0,2,42,43,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,61.56,35.78,"$100,001 TO $200,000",150000.5,0,0,56.092,0.575024160126758
"0224014C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,39,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,36.712,-1.42001790797362
"0227001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,29.6,34.95,"$25,001 TO $30,000",27500.5,0,0,48.805,-0.175124010680644
"0227002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,29.6,NA,"$5,001 TO $10,000",7500.5,1,1,47.662,-0.292788256492756
"0227003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$10,001 TO $15,000",12500.5,1,1,63.419,1.32929006482085
"0227004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,42,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,NA,62.87,"$30,001 TO $35,000",32500.5,0,0,58.798,0.853588857561207
"0227005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,34,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,63.43,53.5,"$40,001 TO $50,000",45000.5,0,0,52.431,0.198148566147631
"0227006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,48,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,57.83,39.18,"$35,001 TO $40,000",37500.5,0,0,48.188,-0.238640055882808
"0227008C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,32,47,"SOME COLLEGE","SOME COLLEGE",0,0,33.42,39.2,"$75,001 TO $100,000",87500.5,0,0,64.541,1.44479250034245
"0227010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,43,"SOME COLLEGE","SOME COLLEGE",0,0,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,68.759,1.87900753869371
"0227012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,39.2,53.5,"$50,001 TO $75,000",62500.5,0,0,33.295,-1.77177532524395
"0227014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,46,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,61.992,1.18238990841325
"0227015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,36,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,39.2,"$25,001 TO $30,000",27500.5,0,0,57.469,0.716777149175996
"0227016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,35,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,61.56,"$50,001 TO $75,000",62500.5,0,0,38.806,-1.2044545390055
"0227017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,59,NA,"$50,001 TO $75,000",62500.5,0,0,55.769,0.541773458991752
"0227018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,53.5,"$40,001 TO $50,000",45000.5,0,0,53.624,0.320959979318103
"0227019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,NA,35.92,"$40,001 TO $50,000",45000.5,0,0,54.304,0.390961455391801
"0227021C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$15,001 TO $20,000",17500.5,0,0,38.696,-1.21577830719389
"0227022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$50,001 TO $75,000",62500.5,0,0,33.941,-1.70527392297394
"0227023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,35,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,48.69,34.95,"$35,001 TO $40,000",37500.5,0,0,57.112,0.680026374237304
"0227024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$25,001 TO $30,000",27500.5,0,0,45.847,-0.479630431601228
"0227025C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,43,"SOME COLLEGE","SOME COLLEGE",0,0,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,57.419,0.711629981817635
"0239008C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,39.2,"$35,001 TO $40,000",37500.5,0,0,41.718,-0.904683512054606
"0239009C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,29,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,52.345,0.189295438291251
"0239012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,27,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,34.559,-1.64165493442461
"0239013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,47,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.18,"$30,001 TO $35,000",32500.5,0,0,46.767,-0.384922552207402
"0239016C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,29,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,1,0,41.839,-0.892227367047375
"0239018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,53.5,NA,"$20,001 TO $25,000",22500.5,0,0,42.061,-0.869373943976256
"0240005C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,30,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$20,001 TO $25,000",22500.5,0,1,49.237,-0.130652484704413
"0240007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,52,59,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,35.92,"$30,001 TO $35,000",32500.5,0,0,34.625,-1.63486067351157
"0240008C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,41,42,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,48.69,39.2,"$30,001 TO $35,000",32500.5,0,0,46.296,-0.433408868723154
"0240012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,43,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,0,41.635,-0.913227809869484
"0240013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,63,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,34.95,NA,"$25,001 TO $30,000",27500.5,0,0,41.264,-0.951419791668515
"0240014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,54,63,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,34.95,"$20,001 TO $25,000",22500.5,1,0,44.433,-0.625192324495652
"0240015C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,27,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,NA,39.2,"$35,001 TO $40,000",37500.5,0,1,49.675,-0.0855632986451786
"0240018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,30,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,0,44.013,-0.668428530305877
"0240021C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$15,001 TO $20,000",17500.5,1,1,41.36,-0.941537230340464
"0240023C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$20,001 TO $25,000",22500.5,0,0,38.794,-1.20568985917151
"0240024C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,33.42,"$25,001 TO $30,000",27500.5,0,0,42.883,-0.784754512604815
"0241003C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,32,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,33.42,"$5,001 TO $10,000",7500.5,1,1,48.803,-0.175329897374979
"0241005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,38.034,-1.28392680301858
"0241006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,31,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,45.313,-0.534602178988514
"0241007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,31.338,-1.97323545565016
"0241008C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,41,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$20,001 TO $25,000",22500.5,0,0,37.809,-1.3070890561312
"0241009C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,38,46,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,64.89,"$50,001 TO $75,000",62500.5,0,0,49.231,-0.131270144787416
"0241010C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,28,28,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,38.18,"$15,001 TO $20,000",17500.5,1,0,51.968,0.150485796409217
"0241013C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,31,"9TH - 12TH GRADE","BACHELOR'S DEGREE",1,0,33.42,33.42,"$35,001 TO $40,000",37500.5,0,1,64.308,1.42080670045249
"0241014C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,42,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,57.83,34.95,"$25,001 TO $30,000",27500.5,0,0,61.011,1.08140248484223
"0241015C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,36,29,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,33.42,39.2,"$5,001 TO $10,000",7500.5,1,1,36.574,-1.43422408988269
"0241019C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,31,30,"SOME COLLEGE","9TH - 12TH GRADE",0,1,37.67,37.67,"$25,001 TO $30,000",27500.5,0,0,42.774,-0.79597533744604
"0241021C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925,-0.574544197689389
"0241022C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,NA,34,"9TH - 12TH GRADE","NOT APPLICABLE",1,NA,NA,37.67,"$20,001 TO $25,000",22500.5,0,0,37.421,-1.34703107483207
"0243004C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$20,001 TO $25,000",22500.5,0,0,44.95,-0.571970614010208
"0243006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,47.956,-0.262522912425598
"0243007C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,26,29,"9TH - 12TH GRADE","SOME COLLEGE",1,0,34.95,35.63,"$10,001 TO $15,000",12500.5,1,0,53.234,0.280812073922894
"0243009C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,33,39,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,38.18,"$75,001 TO $100,000",87500.5,0,0,58.009,0.772366556646285
"0243010C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,53.5,NA,"$50,001 TO $75,000",62500.5,0,0,53.23,0.280400300534225
"0243011C",1,"WHITE, NON-HISPANIC",1,0,0,0,2,33,35,"SOME COLLEGE","SOME COLLEGE",0,0,61.56,37.67,"$35,001 TO $40,000",37500.5,0,0,50.318,-0.0193707264166675
"0243013C",1,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,30,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$100,001 TO $200,000",150000.5,0,0,46.888,-0.372466407200171
"0243014C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,41,53,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,52.54,"$30,001 TO $35,000",32500.5,0,0,45.901,-0.474071490854199
"0243015C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,45,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,61.56,53.5,"$75,001 TO $100,000",87500.5,0,0,47.775,-0.281155658262863
"0243016C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,"NOT APPLICABLE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",NA,0,53.5,NA,"$35,001 TO $40,000",37500.5,0,0,48.15,-0.242551903075162
"0243018C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,39,"BACHELOR'S DEGREE","NOT APPLICABLE",0,NA,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,58.623,0.835573771806946
